Title: Schedule of Selected Releases 2018

URL Source: https://www.bls.gov/schedule/2018/home.htm

Markdown Content:
## January, 2018

| Date | Time | Release |
| Friday, July 06, 2018 | 08:30 AM | **Employment Situation** for June 2018 |
| Tuesday, July 10, 2018 | 10:00 AM | **Job Openings and Labor Turnover Survey** for May 2018 |
| Wednesday, July 11, 2018 | 08:30 AM | **Producer Price Index** for June 2018 |
| Thursday, July 12, 2018 | 08:30 AM | **Consumer Price Index** for June 2018 |
| Thursday, July 12, 2018 | 08:30 AM | **Real Earnings** for June 2018 |
| Friday, July 13, 2018 | 08:30 AM | **U.S. Import and Export Price Indexes** for June 2018 |
| Tuesday, July 17, 2018 | 10:00 AM | **Usual Weekly Earnings of Wage and Salary Workers** for Second Quarter 2018 |
| Thursday, July 19, 2018 | 10:00 AM | **Productivity and Costs by Industry: Wholesale Trade, Retail Trade, and Food Services and Drinking Places** for Annual 2017 |
| Friday, July 20, 2018 | 10:00 AM | **Employee Benefits in the United States** for March 2018 |
| Friday, July 20, 2018 | 10:00 AM | **State Employment and Unemployment (Monthly)** for June 2018 |
| Wednesday, July 25, 2018 | 10:00 AM | **Quarterly Data Series on Business Employment Dynamics** for Fourth Quarter 2017 |
| Tuesday, July 31, 2018 | 08:30 AM | **Employment Cost Index** for Second Quarter 2018 |

**NOTE: All times on calendar are Eastern Time.**

**Last Modified Date:**October 03, 2018

## August, 2018

| Date | Time | Release |
| --- | --- | --- |
| Wednesday, August 01, 2018 | 10:00 AM | **Metropolitan Area Employment and Unemployment (Monthly)** for June 2018 |
| Friday, August 03, 2018 | 08:30 AM | **Employment Situation** for July 2018 |
| Tuesday, August 07, 2018 | 10:00 AM | **Job Openings and Labor Turnover Survey** for June 2018 |
| Thursday, August 09, 2018 | 08:30 AM | **Producer Price Index** for July 2018 |
| Friday, August 10, 2018 | 08:30 AM | **Consumer Price Index** for July 2018 |
| Friday, August 10, 2018 | 08:30 AM | **Real Earnings** for July 2018 |
| Tuesday, August 14, 2018 | 08:30 AM | **U.S. Import and Export Price Indexes** for July 2018 |
| Wednesday, August 15, 2018 | 08:30 AM | **Productivity and Costs (P)** for Second Quarter 2018 |
| Thursday, August 16, 2018 | 10:00 AM | **Summer Youth Labor Force** for Annual 2018 |
| Friday, August 17, 2018 | 10:00 AM | **State Employment and Unemployment (Monthly)** for July 2018 |
| Wednesday, August 22, 2018 | 10:00 AM | **County Employment and Wages** for First Quarter 2018 |
| Tuesday, August 28, 2018 | 10:00 AM | **Worker Displacement** for 2015-2017 |
| Wednesday, August 29, 2018 | 10:00 AM | **Metropolitan Area Employment and Unemployment (Monthly)** for July 2018 |

**NOTE: All times on calendar are Eastern Time.**

**Last Modified Date:**October 03, 2018

## September, 2018

| Date | Time | Release |
| --- | --- | --- |
| Monday, September 03, 2018 |  | **Labor Day** |
| Wednesday, September 05, 2018 | 10:00 AM | **County Employment and Wages Full Data Update** for First Quarter 2018 |
| Thursday, September 06, 2018 | 08:30 AM | **Productivity and Costs (R)** for Second Quarter 2018 |
| Friday, September 07, 2018 | 08:30 AM | **Employment Situation** for August 2018 |
| Tuesday, September 11, 2018 | 10:00 AM | **Consumer Expenditures (Annual)** for Annual 2017 |
| Tuesday, September 11, 2018 | 10:00 AM | **Job Openings and Labor Turnover Survey** for July 2018 |
| Wednesday, September 12, 2018 | 08:30 AM | **Producer Price Index** for August 2018 |
| Thursday, September 13, 2018 | 08:30 AM | **Consumer Price Index** for August 2018 |
| Thursday, September 13, 2018 | 08:30 AM | **Real Earnings** for August 2018 |
| Friday, September 14, 2018 | 08:30 AM | **U.S. Import and Export Price Indexes** for August 2018 |
| Tuesday, September 18, 2018 | 10:00 AM | **Employer Costs for Employee Compensation** for June 2018 |
| Thursday, September 20, 2018 | 10:00 AM | **Employee Tenure** for Annual 2018 |
| Friday, September 21, 2018 | 10:00 AM | **State Employment and Unemployment (Monthly)** for August 2018 |

**NOTE: All times on calendar are Eastern Time.**

**Last Modified Date:**October 03, 2018

## October, 2018

| Date | Time | Release |
| --- | --- | --- |
| Wednesday, October 03, 2018 | 10:00 AM | **Metropolitan Area Employment and Unemployment (Monthly)** for August 2018 |
| Friday, October 05, 2018 | 08:30 AM | **Employment Situation** for September 2018 |
| Monday, October 08, 2018 |  | **Columbus Day** |
| Wednesday, October 10, 2018 | 08:30 AM | **Producer Price Index** for September 2018 |
| Thursday, October 11, 2018 | 08:30 AM | **Consumer Price Index** for September 2018 |
| Thursday, October 11, 2018 | 08:30 AM | **Real Earnings** for September 2018 |
| Friday, October 12, 2018 | 08:30 AM | **U.S. Import and Export Price Indexes** for September 2018 |
| Tuesday, October 16, 2018 | 10:00 AM | **Job Openings and Labor Turnover Survey** for August 2018 |
| Tuesday, October 16, 2018 | 10:00 AM | **Usual Weekly Earnings of Wage and Salary Workers** for Third Quarter 2018 |
| Friday, October 19, 2018 | 10:00 AM | **State Employment and Unemployment (Monthly)** for September 2018 |
| Wednesday, October 31, 2018 | 08:30 AM | **Employment Cost Index** for Third Quarter 2018 |

**NOTE: All times on calendar are Eastern Time.**

**Last Modified Date:**October 03, 2018

## November, 2018

| Date | Time | Release |
| --- | --- | --- |
| Thursday, November 01, 2018 | 08:30 AM | **Productivity and Costs (P)** for Third Quarter 2018 |
| Friday, November 02, 2018 | 08:30 AM | **Employment Situation** for October 2018 |
| Tuesday, November 06, 2018 | 10:00 AM | **Job Openings and Labor Turnover Survey** for September 2018 |
| Tuesday, November 06, 2018 | 10:00 AM | **Metropolitan Area Employment and Unemployment (Monthly)** for September 2018 |
| Wednesday, November 07, 2018 | 10:00 AM | **Quarterly Data Series on Business Employment Dynamics** for First Quarter 2018 |
| Thursday, November 08, 2018 | 10:00 AM | **Employer-Reported Workplace Injuries and Illnesses (Annual)** for Annual 2017 |
| Friday, November 09, 2018 | 08:30 AM | **Producer Price Index** for October 2018 |
| Monday, November 12, 2018 |  | **Veterans Day** |
| Wednesday, November 14, 2018 | 08:30 AM | **Consumer Price Index** for October 2018 |
| Wednesday, November 14, 2018 | 08:30 AM | **Real Earnings** for October 2018 |
| Thursday, November 15, 2018 | 08:30 AM | **U.S. Import and Export Price Indexes** for October 2018 |
| Friday, November 16, 2018 | 10:00 AM | **State Employment and Unemployment (Monthly)** for October 2018 |
| Wednesday, November 21, 2018 | 10:00 AM | **County Employment and Wages** for Second Quarter 2018 |
| Thursday, November 22, 2018 |  | **Thanksgiving Day** |
| Thursday, November 29, 2018 | 10:00 AM | **Metropolitan Area Employment and Unemployment (Monthly)** for October 2018 |

**NOTE: All times on calendar are Eastern Time.**

**Last Modified Date:**October 03, 2018

## December, 2018

| Date | Time | Release |
| --- | --- | --- |
| Thursday, December 06, 2018 | 08:30 AM | **Productivity and Costs (R)** for Third Quarter 2018 |
| Friday, December 07, 2018 | 08:30 AM | **Employment Situation** for November 2018 |
| Monday, December 10, 2018 | 10:00 AM | **County Employment and Wages Full Data Update** for Second Quarter 2018 |
| Monday, December 10, 2018 | 10:00 AM | **Job Openings and Labor Turnover Survey** for October 2018 |
| Tuesday, December 11, 2018 | 08:30 AM | **Producer Price Index** for November 2018 |
| Wednesday, December 12, 2018 | 08:30 AM | **Consumer Price Index** for November 2018 |
| Wednesday, December 12, 2018 | 08:30 AM | **Real Earnings** for November 2018 |
| Thursday, December 13, 2018 | 08:30 AM | **U.S. Import and Export Price Indexes** for November 2018 |
| Friday, December 14, 2018 | 10:00 AM | **Employer Costs for Employee Compensation** for September 2018 |
| Friday, December 14, 2018 | 10:00 AM | **Work Experience of the Population (Annual)** for 2017 |
| Tuesday, December 18, 2018 | 10:00 AM | **Census of Fatal Occupational Injuries** for Annual 2017 |
| Friday, December 21, 2018 | 10:00 AM | **State Employment and Unemployment (Monthly)** for November 2018 |
| Tuesday, December 25, 2018 |  | **Christmas Day** |

**NOTE: All times on calendar are Eastern Time.**

**Last Modified Date:**December 03, 2018
