symbol,date,kind,node_low,node_high,poc,atr,level_of,ruled_by,side,context_px,entry,stop
FB,2017-06-09,S3_rejection,150.77795,152.35855,151.56825,2.2580000000000013,rejection_origin,spec,long,149.6,150.77795,150.3828
FB,2017-06-09,S4_failed_break,150.76078333333334,152.34138333333334,151.55108333333334,2.2580000000000013,range_poc,spec,long,149.6,150.76078333333334,150.36563333333334
FB,2017-06-26,S4_failed_break,151.4376,153.22656666666668,152.33208333333334,2.555666666666668,range_poc,spec,long,153.59,151.4376,150.99035833333335
FB,2017-06-28,S1_contraction,152.43911666666665,154.31954999999996,153.3793333333333,2.6863333333333355,range_poc,spec,long,153.24,152.43911666666665,151.9690083333333
FB,2017-07-07,S1_contraction,150.8435,152.80349999999999,151.8235,2.800000000000002,range_poc,spec,long,151.44,150.8435,150.3535
FB,2017-08-09,S1_contraction,168.72471483333334,170.71778516666666,169.72125,2.84724333333333,range_poc,spec,long,171.18,168.72471483333334,168.22644725
FB,2017-08-10,S1_contraction,168.71631483333334,170.72618516666665,169.72125,2.871243333333331,range_poc,spec,long,167.4,168.71631483333334,168.21384725000001
FB,2017-08-11,S1_contraction,168.7437315,170.6987685,169.72125,2.792909999999997,range_poc,spec,long,168.08,168.7437315,168.25497224999998
FB,2017-08-14,S1_contraction,168.7304315,170.7120685,169.72125,2.830909999999997,range_poc,spec,long,170.75,168.7304315,168.23502225000001
FB,2017-08-22,S1_contraction,168.5921481666667,170.49235183333334,169.54225000000002,2.7145766666666638,range_poc,spec,long,169.64,168.5921481666667,168.11709725000003
FB,2017-08-25,S1_contraction,168.28241666666668,170.18758333333335,169.235,2.721666666666663,range_poc,spec,long,166.32,168.28241666666668,167.806125
FB,2017-08-29,S1_contraction,168.32023333333336,170.1911,169.25566666666668,2.672666666666663,range_poc,spec,long,168.05,168.32023333333336,167.8525166666667
FB,2017-09-14,S1_contraction,169.7947125,171.4552875,170.625,2.372249999999998,range_poc,spec,long,170.96,169.7947125,169.37956875
FB,2017-10-05,S1_contraction,170.45542916666668,172.3612375,171.40833333333333,2.7225833333333336,range_poc,spec,long,171.24,170.45542916666668,169.97897708333335
FB,2017-10-19,S1_contraction,171.41451666666666,173.21048333333334,172.3125,2.5656666666666665,range_poc,spec,long,174.56,171.41451666666666,170.96552499999999
FB,2017-10-23,S1_contraction,170.40508333333332,172.19591666666668,171.3005,2.558333333333333,range_poc,spec,long,171.27,170.40508333333332,169.95737499999998
FB,2017-11-29,S1_contraction,178.07275,179.93125,179.002,2.6549999999999985,range_poc,spec,long,175.13,178.07275,177.60812500000003
FB,2017-12-19,S1_contraction,178.04843533333334,180.03756466666667,179.043,2.8416133333333287,range_poc,spec,long,179.51,178.04843533333334,177.551153
FB,2017-12-27,S1_contraction,177.77366866666665,179.80433133333332,178.789,2.900946666666663,range_poc,spec,long,177.62,177.77366866666665,177.26600299999998
FB,2018-01-02,S1_contraction,177.73882383333333,179.83917616666665,178.789,3.000503333333329,range_poc,spec,long,181.42,177.73882383333333,177.21373575
FB,2018-01-12,S1_contraction,177.69450249999997,179.8839975,178.78924999999998,3.127849999999997,range_poc,spec,long,179.37,177.69450249999997,177.14712874999998
FB,2018-02-21,S1_contraction,178.79471033333334,182.29828966666668,180.5465,5.005113333333332,range_poc,spec,long,177.91,178.79471033333334,177.9188155
FB,2018-02-27,S1_contraction,178.3518763333333,181.80312366666666,180.0775,4.930353333333331,range_poc,spec,long,181.46,178.3518763333333,177.48906449999998
FB,2018-02-28,S1_contraction,175.99485966666668,179.47014033333335,177.73250000000002,4.9646866666666645,range_poc,spec,long,178.32,175.99485966666668,175.12603950000002
FB,2018-03-08,S1_contraction,178.29590549999998,181.8590945,180.0775,5.090270000000001,range_poc,spec,long,182.34,178.29590549999998,177.40510824999996
FB,2018-03-13,S1_contraction,178.2924043333333,181.86259566666666,180.0775,5.100273333333334,range_poc,spec,long,181.88,178.2924043333333,177.39985649999997
FB,2018-04-06,S1_contraction,153.46361516666667,157.55438483333336,155.50900000000001,5.843956666666665,range_poc,spec,long,157.2,153.46361516666667,152.44092275
FB,2018-06-08,S1_contraction,183.04119350000002,185.6218065,184.3315,3.686589999999998,range_poc,spec,long,189.2,183.04119350000002,182.39604025000003
FB,2018-06-08,S3_rejection,175.61131325000002,178.19192625,176.90161975,3.686589999999998,rejection_origin,spec,long,189.2,175.61131325000002,174.96616000000003
FB,2018-07-03,S1_contraction,192.96022116666668,195.95794550000002,194.45908333333335,4.282463333333334,range_poc,spec,long,192.73,192.96022116666668,192.21079008333334
FB,2018-08-28,S1_contraction,172.0122095,175.85812383333334,173.93516666666667,5.494163333333335,range_poc,spec,long,176.26,172.0122095,171.05073091666668
