symbol,release_date,release_time,side,period
DKS,2015-11-17,pre,short,IS
DKS,2016-03-08,pre,short,IS
DKS,2016-05-19,pre,long,IS
DKS,2016-08-16,pre,long,IS
DKS,2017-08-15,pre,short,OOS
DKS,2018-05-30,pre,long,OOS
DKS,2019-05-29,pre,long,OOS
DKS,2019-08-22,pre,long,OOS
DLB,2013-01-29,post,long,IS
DLB,2013-04-25,post,long,IS
DLB,2015-04-21,post,long,IS
DLB,2016-01-27,post,long,IS
DLB,2016-04-27,post,long,IS
DLB,2016-10-26,post,long,IS
DLB,2017-01-25,post,long,OOS
DLB,2018-01-24,post,long,OOS
DLB,2018-07-25,post,long,OOS
DLB,2019-01-30,post,long,OOS
DLB,2019-08-01,post,short,OOS
DLPH,2018-05-09,pre,long,OOS
DLPH,2018-11-07,pre,short,OOS
DLPH,2019-02-21,pre,long,OOS
DLPH,2019-05-02,pre,long,OOS
DLPH,2019-08-01,pre,short,OOS
DLPH,2019-10-31,pre,short,OOS
DLR,2013-10-29,post,short,IS
DLR,2016-07-28,post,short,IS
DLTR,2012-11-15,pre,long,IS
DLTR,2013-02-27,pre,long,IS
DLTR,2013-05-23,pre,long,IS
DLTR,2013-11-21,pre,short,IS
DLTR,2014-11-20,pre,long,IS
DLTR,2015-09-01,pre,short,IS
DLTR,2016-05-26,pre,long,IS
DLTR,2016-11-22,pre,long,IS
DLTR,2017-03-01,pre,long,OOS
DLTR,2017-05-25,pre,short,OOS
DLTR,2017-08-24,pre,long,OOS
DLTR,2017-11-21,pre,long,OOS
DLTR,2018-03-07,pre,short,OOS
DLTR,2018-05-31,pre,short,OOS
DLTR,2018-08-30,pre,short,OOS
DLTR,2019-03-06,pre,long,OOS
DLX,2013-07-25,pre,long,IS
DLX,2013-10-24,pre,long,IS
DLX,2014-07-24,pre,long,IS
DLX,2014-10-23,pre,long,IS
DLX,2015-01-22,pre,long,IS
DLX,2015-07-23,pre,long,IS
DLX,2016-01-28,pre,long,IS
DLX,2016-10-27,pre,long,IS
DLX,2019-04-25,pre,long,OOS
DNB,2012-10-25,post,long,IS
DNB,2013-02-11,post,short,IS
DNB,2013-11-04,post,long,IS
DNB,2016-08-01,post,long,IS
DNKN,2012-10-25,pre,long,IS
DNKN,2013-01-31,pre,long,IS
DNKN,2013-07-25,pre,long,IS
DNKN,2013-10-24,pre,short,IS
DNKN,2015-04-23,pre,long,IS
DNKN,2017-02-09,pre,long,OOS
DNKN,2017-07-27,pre,long,OOS
DNKN,2017-10-26,pre,short,OOS
DNKN,2018-07-26,pre,long,OOS
DNKN,2019-05-02,pre,long,OOS
DNOW,2014-08-06,pre,short,IS
DNOW,2016-08-03,pre,long,IS
DNOW,2018-08-02,pre,long,OOS
DNR,2013-02-21,pre,long,IS
DO,2014-04-24,pre,long,IS
DO,2019-02-11,pre,short,OOS
DO,2019-08-05,pre,short,OOS
DOC,2017-11-03,pre,short,OOS
DOCU,2019-12-05,post,long,OOS
DOCU,2020-03-12,post,long,OOS
DOMO,2019-03-13,post,long,OOS
DOMO,2020-06-04,post,long,OOS
DOMO,2020-09-03,post,long,OOS
DOMO,2020-12-03,post,long,OOS
DOOR,2015-02-24,post,short,IS
DOOR,2016-02-24,post,long,IS
DOOR,2016-05-04,post,long,IS
DOOR,2016-11-08,post,long,IS
DOOR,2017-08-09,post,short,OOS
DOOR,2017-11-07,post,long,OOS
DOOR,2018-11-06,post,short,OOS
DORM,2014-07-30,pre,short,IS
DORM,2014-10-28,pre,short,IS
DORM,2017-05-02,pre,long,OOS
DORM,2019-04-29,pre,short,OOS
DORM,2019-07-30,pre,short,OOS
DOV,2013-07-18,pre,long,IS
DOV,2015-07-21,pre,short,IS
DOV,2017-04-20,pre,long,OOS
DOV,2018-07-19,pre,long,OOS
DOV,2019-01-29,pre,long,OOS
DOW,2019-10-24,pre,long,OOS
DOW,2020-01-29,pre,long,OOS
DOX,2014-04-30,post,long,IS
DOX,2014-11-04,post,short,IS
DOX,2015-01-27,post,long,IS
DOX,2015-07-29,post,long,IS
DOX,2017-05-09,post,long,OOS
DOX,2017-08-02,post,long,OOS
DOX,2018-01-30,post,long,OOS
DOX,2019-05-14,post,long,OOS
DPLO,2015-08-03,post,long,IS
DPLO,2015-11-03,post,long,IS
DPLO,2016-05-09,post,long,IS
DPLO,2016-11-02,post,short,IS
DPLO,2018-08-06,post,short,OOS
DPLO,2018-11-06,post,short,OOS
DPZ,2012-10-16,pre,long,IS
DPZ,2013-02-28,pre,long,IS
DPZ,2013-04-30,pre,long,IS
DPZ,2013-10-15,pre,short,IS
DPZ,2014-02-25,pre,long,IS
DPZ,2014-10-14,pre,long,IS
DPZ,2015-04-23,pre,long,IS
DPZ,2015-10-08,pre,short,IS
DPZ,2016-04-28,pre,short,IS
DPZ,2016-07-21,pre,long,IS
DPZ,2016-10-18,pre,long,IS
DPZ,2017-04-27,pre,long,OOS
DPZ,2018-04-26,pre,long,OOS
DPZ,2019-02-21,pre,short,OOS
DPZ,2019-04-24,pre,long,OOS
DQ,2018-02-28,pre,long,OOS
DRE,2012-10-31,post,short,IS
DRE,2016-10-26,post,long,IS
DRE,2018-07-25,post,long,OOS
DRH,2015-11-05,post,short,IS
DRH,2019-02-25,post,long,OOS
DRI,2012-09-21,pre,long,IS
DRI,2013-09-20,pre,short,IS
DRI,2013-12-19,pre,short,IS
DRI,2014-06-20,pre,short,IS
DRI,2015-03-20,pre,long,IS
DRI,2015-06-23,pre,long,IS
DRI,2016-10-04,pre,long,IS
DRI,2017-06-27,pre,long,OOS
DRI,2017-12-19,pre,long,OOS
DRI,2018-06-21,pre,long,OOS
DRI,2018-09-20,pre,long,OOS
DRI,2019-03-21,pre,long,OOS
DRQ,2013-05-03,pre,long,IS
DRQ,2014-02-28,pre,long,IS
DRQ,2017-02-28,pre,short,OOS
DRQ,2019-02-26,post,long,OOS
DSW,2012-11-20,pre,long,IS
DSW,2013-05-29,pre,long,IS
DSW,2014-05-28,pre,short,IS
DSW,2014-08-26,pre,long,IS
DSW,2014-11-25,pre,long,IS
DSW,2017-03-14,pre,long,OOS
DSW,2017-08-22,pre,long,OOS
DSW,2017-11-21,pre,short,OOS
DSW,2018-03-13,pre,long,OOS
DSW,2019-03-19,pre,short,OOS
DSX,2014-02-18,pre,short,IS
DTE,2019-02-07,pre,short,OOS
DUK,2018-05-10,pre,long,OOS
DUK,2018-11-02,pre,long,OOS
DVA,2013-05-07,post,long,IS
DVA,2014-02-11,post,long,IS
DVA,2014-05-01,post,short,IS
DVA,2014-07-31,post,long,IS
DVA,2014-11-06,post,short,IS
DVA,2016-05-04,post,long,IS
DVA,2017-05-02,post,short,OOS
DVA,2017-11-07,post,short,OOS
DVA,2018-11-07,post,short,OOS
DVA,2019-05-07,post,short,OOS
DVN,2013-08-07,pre,long,IS
DVN,2014-11-04,post,long,IS
DVN,2015-08-04,post,long,IS
DVN,2017-10-31,post,long,OOS
DVN,2018-02-20,post,short,OOS
DVN,2018-05-01,post,long,OOS
DVN,2018-07-31,post,short,OOS
DWDP,2018-11-01,pre,long,OOS
DWDP,2019-01-31,pre,short,OOS
DXC,2017-08-08,post,long,OOS
DXC,2017-11-07,post,long,OOS
DXC,2018-02-08,post,long,OOS
DXC,2018-08-07,post,long,OOS
DXC,2019-02-07,post,long,OOS
DXCM,2013-08-07,post,long,IS
DXCM,2013-11-06,post,long,IS
DXCM,2014-02-20,post,long,IS
DXCM,2015-11-04,post,short,IS
DXCM,2016-11-01,post,short,IS
DXCM,2017-08-01,post,long,OOS
DXCM,2017-11-01,post,long,OOS
DXCM,2018-08-01,post,long,OOS
DXCM,2019-02-21,post,long,OOS
DXCM,2020-02-13,post,long,OOS
DXCM,2021-02-11,post,short,OOS
DY,2015-05-19,post,long,IS
DY,2015-08-25,post,long,IS
DY,2015-11-23,post,long,IS
DY,2016-02-23,post,short,IS
DY,2016-05-24,post,long,IS
DY,2017-03-01,pre,long,OOS
DY,2017-11-20,pre,long,OOS
DY,2018-05-22,pre,short,OOS
DY,2019-02-27,pre,short,OOS
E,2016-10-28,pre,short,IS
EA,2013-07-23,post,long,IS
EA,2013-10-29,post,long,IS
EA,2014-05-06,post,long,IS
EA,2014-10-28,post,long,IS
EA,2015-01-27,post,long,IS
EA,2015-05-05,post,long,IS
EA,2016-05-10,post,long,IS
EA,2018-01-30,post,long,OOS
EA,2018-05-08,post,long,OOS
EA,2019-05-07,post,long,OOS
EA,2019-07-30,post,long,OOS
EAF,2019-02-08,pre,long,OOS
EAT,2012-10-24,pre,short,IS
EAT,2013-08-02,pre,long,IS
EAT,2013-10-23,pre,short,IS
EAT,2014-01-22,pre,long,IS
EAT,2015-08-06,pre,short,IS
EAT,2016-08-11,pre,long,IS
EAT,2016-10-25,pre,short,IS
EAT,2017-01-25,pre,short,OOS
EAT,2017-08-10,pre,long,OOS
EB,2020-05-11,post,short,OOS
EBAY,2014-01-22,post,long,IS
EBAY,2015-01-21,post,long,IS
EBAY,2015-04-22,post,long,IS
EBAY,2015-07-16,pre,long,IS
EBAY,2015-10-21,post,long,IS
EBAY,2016-04-26,post,long,IS
EBAY,2016-07-20,post,long,IS
EBAY,2018-10-30,post,long,OOS
EBAY,2019-04-23,post,long,OOS
EBAY,2019-07-17,post,long,OOS
EBIX,2018-05-09,pre,short,OOS
EBS,2014-05-08,post,short,IS
EBS,2016-11-07,post,long,IS
EBS,2018-08-02,post,long,OOS
EBS,2019-02-21,post,long,OOS
EBS,2019-05-02,post,short,OOS
EBS,2019-08-01,post,short,OOS
ECA,2013-07-24,pre,long,IS
ECA,2014-05-13,pre,long,IS
ECA,2017-11-08,pre,short,OOS
ECA,2019-02-28,pre,long,OOS
ECHO,2018-10-24,post,long,OOS
ECL,2015-04-28,pre,short,IS
ECL,2016-02-23,pre,short,IS
ECL,2016-05-03,pre,long,IS
ECL,2017-05-02,pre,short,OOS
ECL,2018-10-30,pre,short,OOS
ECOL,2014-11-05,post,long,IS
ECOL,2020-02-26,post,short,OOS
ECPG,2013-11-07,post,long,IS
ECPG,2017-11-02,post,long,OOS
ECPG,2018-08-08,post,long,OOS
ED,2015-11-05,post,short,IS
ED,2016-11-03,post,long,IS
ED,2017-08-03,post,short,OOS
EDU,2013-01-29,pre,short,IS
EDU,2015-04-21,pre,long,IS
EDU,2016-01-19,pre,long,IS
EDU,2018-04-24,pre,long,OOS
EDU,2018-07-24,pre,long,OOS
EDU,2018-10-23,pre,short,OOS
EDU,2019-04-23,pre,short,OOS
EE,2017-11-01,pre,short,OOS
EEFT,2014-10-22,post,long,IS
EEFT,2015-10-21,post,long,IS
EFII,2016-01-27,post,long,IS
EFII,2016-04-20,post,short,IS
EFII,2016-07-25,post,short,IS
EFII,2017-04-20,post,short,OOS
EFII,2017-10-26,post,short,OOS
EFX,2012-10-24,post,long,IS
EFX,2015-04-22,post,long,IS
EFX,2015-07-22,post,long,IS
EFX,2018-10-24,post,short,OOS
EFX,2021-04-21,post,long,OOS
EGBN,2018-10-17,post,long,OOS
EGHT,2017-05-25,post,long,OOS
EGHT,2018-01-25,post,long,OOS
EGHT,2018-05-24,post,short,OOS
EGO,2014-10-30,post,short,IS
EGP,2017-02-01,post,short,OOS
EGRX,2016-08-09,pre,long,IS
EGRX,2017-05-08,pre,short,OOS
EGRX,2017-11-08,pre,long,OOS
EGRX,2018-02-26,pre,short,OOS
EGRX,2018-08-07,pre,long,OOS
EHC,2018-04-26,post,long,OOS
EHC,2018-07-25,post,long,OOS
EHTH,2019-04-25,post,long,OOS
EHTH,2019-07-25,post,long,OOS
EHTH,2021-04-29,post,long,OOS
EIX,2013-02-26,post,long,IS
EIX,2015-04-28,post,long,IS
EIX,2016-02-23,post,long,IS
EIX,2017-05-01,post,long,OOS
EIX,2017-10-30,post,long,OOS
EIX,2018-02-22,post,long,OOS
EIX,2018-05-01,post,short,OOS
EIX,2019-04-30,post,short,OOS
EL,2013-02-05,pre,long,IS
EL,2013-08-15,pre,long,IS
EL,2013-10-31,pre,long,IS
EL,2014-05-02,pre,long,IS
EL,2015-02-05,pre,long,IS
EL,2015-05-05,pre,long,IS
EL,2015-11-02,pre,long,IS
EL,2017-02-02,pre,long,OOS
EL,2017-05-03,pre,long,OOS
EL,2017-08-18,pre,long,OOS
EL,2017-11-01,pre,long,OOS
EL,2018-02-02,pre,long,OOS
EL,2018-08-20,pre,long,OOS
EL,2018-10-31,pre,long,OOS
EL,2019-02-05,pre,long,OOS
EL,2019-05-01,pre,long,OOS
EL,2019-08-19,pre,long,OOS
ELGX,2016-08-02,post,short,IS
ELGX,2017-02-22,post,short,OOS
ELLI,2013-02-14,post,long,IS
ELLI,2013-10-31,post,short,IS
ELLI,2014-05-01,post,long,IS
ELLI,2017-02-09,post,long,OOS
ELLI,2017-07-27,post,short,OOS
ELLI,2018-02-08,post,long,OOS
ELY,2017-05-04,post,long,OOS
ELY,2018-02-07,post,long,OOS
ELY,2018-04-26,post,long,OOS
ELY,2018-08-02,post,long,OOS
ELY,2018-10-24,post,long,OOS
ELY,2019-08-08,post,long,OOS
EME,2013-10-24,pre,short,IS
EME,2014-04-29,pre,long,IS
EME,2015-04-30,pre,short,IS
EME,2016-02-25,pre,long,IS
EME,2016-10-27,pre,long,IS
EME,2017-02-23,pre,short,OOS
EME,2017-07-27,pre,long,OOS
EME,2017-10-26,pre,long,OOS
EME,2019-07-30,pre,long,OOS
EMN,2012-10-25,post,long,IS
EMN,2013-07-29,post,long,IS
EMN,2016-07-28,post,short,IS
EMN,2016-10-27,post,long,IS
EMN,2017-10-26,post,long,OOS
EMN,2018-02-01,post,long,OOS
EMR,2012-11-06,pre,long,IS
EMR,2013-05-07,pre,short,IS
EMR,2014-08-05,pre,short,IS
EMR,2015-05-05,pre,short,IS
EMR,2016-08-02,pre,short,IS
EMR,2016-11-01,pre,long,IS
EMR,2017-02-07,pre,long,OOS
EMR,2018-08-07,pre,long,OOS
EMR,2018-11-06,pre,short,OOS
EMR,2019-05-07,pre,short,OOS
ENB,2017-05-11,pre,short,OOS
ENB,2018-05-10,pre,long,OOS
ENB,2019-05-10,pre,long,OOS
ENDP,2013-08-06,pre,long,IS
ENDP,2013-11-05,pre,long,IS
ENDP,2014-05-01,pre,long,IS
ENDP,2016-08-08,post,long,IS
ENDP,2017-02-28,pre,long,OOS
ENDP,2017-05-09,pre,long,OOS
ENDP,2017-08-08,pre,long,OOS
ENDP,2018-05-08,pre,long,OOS
ENDP,2018-08-08,pre,long,OOS
ENDP,2019-02-28,pre,long,OOS
ENPH,2019-04-30,post,long,OOS
ENPH,2019-07-30,post,long,OOS
ENPH,2020-02-18,post,long,OOS
ENR,2016-02-03,pre,long,IS
ENR,2016-11-09,pre,long,IS
ENR,2017-02-01,pre,long,OOS
ENR,2017-08-02,pre,long,OOS
ENR,2017-11-08,pre,long,OOS
ENR,2018-01-31,pre,long,OOS
ENS,2013-05-28,post,long,IS
ENS,2014-02-05,post,long,IS
ENS,2014-08-06,post,short,IS
ENS,2016-08-10,post,long,IS
ENS,2017-08-09,post,short,OOS
ENS,2017-11-08,post,long,OOS
ENS,2019-02-06,post,short,OOS
ENSG,2018-10-31,post,long,OOS
ENSG,2019-02-06,post,long,OOS
ENTG,2015-07-30,pre,long,IS
ENTG,2017-07-27,pre,long,OOS
ENTG,2018-10-25,pre,short,OOS
EOG,2012-11-05,post,long,IS
EOG,2013-02-13,post,long,IS
EOG,2014-05-05,post,long,IS
EOG,2015-02-18,post,short,IS
EOLS,2021-03-24,post,short,OOS
EPAM,2017-02-16,pre,short,OOS
EPAM,2017-05-04,pre,short,OOS
EPAM,2017-08-03,pre,short,OOS
EPAM,2017-11-02,pre,long,OOS
EPAM,2018-05-09,pre,long,OOS
EPAY,2018-05-03,post,long,OOS
EPC,2015-11-13,pre,short,IS
EPC,2016-02-03,pre,long,IS
EPC,2016-08-02,pre,short,IS
EPC,2016-11-10,pre,long,IS
EPC,2017-08-08,pre,long,OOS
EPC,2018-02-08,pre,short,OOS
EPC,2019-02-07,pre,long,OOS
EPD,2018-10-31,pre,long,OOS
EPD,2019-05-01,pre,long,OOS
EPE,2014-08-06,post,long,IS
EPR,2014-02-27,post,long,IS
EPR,2014-07-24,post,short,IS
EPR,2017-11-08,post,short,OOS
EPR,2018-02-28,post,short,OOS
EQIX,2013-02-13,post,long,IS
EQIX,2013-10-23,post,long,IS
EQIX,2017-02-15,post,short,OOS
EQIX,2018-02-14,post,short,OOS
EQIX,2018-08-08,post,short,OOS
EQIX,2019-07-31,post,long,OOS
EQM,2015-04-23,pre,long,IS
EQR,2014-04-30,post,short,IS
EQR,2016-07-26,post,short,IS
EQT,2013-04-25,pre,long,IS
EQT,2014-04-24,pre,long,IS
EQT,2017-02-02,pre,long,OOS
EQT,2017-04-27,pre,short,OOS
ERF,2012-11-09,pre,short,IS
ERI,2017-05-04,post,short,OOS
ERI,2017-11-02,post,long,OOS
ERI,2019-02-27,post,short,OOS
ERI,2019-05-02,post,long,OOS
ERIC,2013-07-18,pre,short,IS
ERIC,2013-10-24,pre,short,IS
ERIC,2014-01-30,pre,long,IS
ERIC,2014-04-23,pre,short,IS
ERIC,2014-07-18,pre,long,IS
ERIC,2014-10-24,pre,short,IS
ERIC,2015-04-23,pre,short,IS
ERIC,2015-07-17,pre,long,IS
ERIC,2016-04-21,pre,short,IS
ERIC,2016-07-19,pre,short,IS
ERIC,2016-10-21,pre,short,IS
ERIC,2017-07-18,pre,short,OOS
ERIC,2018-01-31,pre,short,OOS
ERIC,2018-04-20,pre,long,OOS
ERIC,2018-10-18,pre,long,OOS
ERIC,2019-04-17,pre,long,OOS
ERIC,2019-07-17,pre,short,OOS
ERJ,2014-02-26,pre,long,IS
ERJ,2015-03-04,post,short,IS
ERJ,2016-03-03,pre,short,IS
ERJ,2016-07-29,pre,short,IS
ERJ,2016-10-31,pre,long,IS
ERJ,2017-03-09,pre,long,OOS
ERJ,2017-07-28,pre,long,OOS
ES,2016-05-04,post,short,IS
ES,2017-05-03,post,short,OOS
ESI,2021-04-28,post,long,OOS
ESL,2012-12-06,post,long,IS
ESL,2014-05-29,post,short,IS
ESL,2014-09-04,post,short,IS
ESL,2014-12-11,post,short,IS
ESL,2015-03-05,post,short,IS
ESL,2015-06-04,post,short,IS
ESL,2015-09-03,post,short,IS
ESL,2016-02-04,post,short,IS
ESL,2017-11-09,post,short,OOS
ESL,2018-02-01,post,long,OOS
ESL,2018-05-03,post,long,OOS
ESNT,2015-05-08,pre,long,IS
ESNT,2016-08-04,pre,long,IS
ESNT,2016-11-04,pre,long,IS
ESNT,2017-02-10,pre,long,OOS
ESNT,2018-08-03,pre,long,OOS
ESNT,2018-11-09,pre,long,OOS
ESS,2013-05-01,post,short,IS
ESTC,2019-08-28,post,long,OOS
ESTC,2020-12-02,post,long,OOS
ETFC,2012-10-18,post,short,IS
ETFC,2013-01-24,post,short,IS
ETFC,2013-07-24,post,long,IS
ETFC,2014-04-23,post,long,IS
ETFC,2015-01-22,post,long,IS
ETFC,2016-10-20,post,long,IS
ETFC,2017-07-20,post,long,OOS
ETFC,2019-04-17,post,long,OOS
ETN,2013-04-29,pre,long,IS
ETN,2013-08-02,pre,short,IS
ETN,2014-07-29,pre,short,IS
ETN,2014-10-29,pre,long,IS
ETN,2015-02-03,pre,long,IS
ETN,2016-02-03,pre,long,IS
ETN,2017-05-02,pre,long,OOS
ETN,2017-08-01,pre,short,OOS
ETN,2017-10-31,pre,short,OOS
ETN,2018-02-01,pre,long,OOS
ETN,2018-10-30,pre,short,OOS
ETN,2019-01-31,pre,long,OOS
ETR,2012-11-05,pre,short,IS
ETR,2014-11-04,pre,short,IS
ETR,2015-08-04,pre,short,IS
ETRN,2019-07-30,pre,short,OOS
ETSY,2015-05-19,post,short,IS
ETSY,2015-08-04,post,short,IS
ETSY,2017-08-03,post,long,OOS
ETSY,2018-02-27,post,long,OOS
ETSY,2018-11-06,post,long,OOS
ETSY,2019-02-25,post,long,OOS
ETSY,2021-02-25,post,long,OOS
EV,2014-11-25,pre,long,IS
EV,2018-02-27,pre,long,OOS
EVBG,2019-11-04,post,long,OOS
EVER,2015-10-28,pre,short,IS
EVH,2017-11-02,post,long,OOS
EVH,2018-05-09,post,long,OOS
EVH,2019-02-26,post,short,OOS
EVH,2019-05-07,post,long,OOS
EVR,2013-10-23,post,long,IS
EVR,2014-01-29,pre,long,IS
EVR,2014-04-23,pre,short,IS
EVR,2014-10-22,pre,long,IS
EVR,2016-02-03,pre,long,IS
EVR,2016-10-26,pre,long,IS
EVR,2017-02-01,pre,long,OOS
EVR,2018-01-31,pre,long,OOS
EVR,2018-04-25,pre,long,OOS
EVR,2018-07-25,pre,long,OOS
EVR,2019-01-30,pre,long,OOS
EVRG,2019-02-21,post,short,OOS
EVTC,2018-02-21,post,long,OOS
EVTC,2018-05-01,post,long,OOS
EVTC,2018-07-31,post,long,OOS
EVTC,2018-10-30,post,long,OOS
EW,2013-04-23,post,short,IS
EW,2014-07-29,post,long,IS
EW,2014-10-23,post,long,IS
EW,2015-10-26,post,long,IS
EW,2016-02-02,post,long,IS
EW,2016-07-26,post,long,IS
EW,2017-04-25,post,long,OOS
EW,2017-07-26,post,long,OOS
EW,2017-10-24,post,short,OOS
EW,2018-02-01,post,long,OOS
EW,2019-07-23,post,long,OOS
EWBC,2012-10-17,post,long,IS
EWBC,2013-07-17,post,long,IS
EWBC,2014-10-20,post,long,IS
EWBC,2018-01-25,pre,short,OOS
EWBC,2019-04-18,pre,short,OOS
EXAS,2016-07-26,pre,long,IS
EXAS,2017-02-21,pre,long,OOS
EXAS,2017-04-27,pre,long,OOS
EXAS,2017-10-30,post,long,OOS
EXAS,2018-04-26,post,long,OOS
EXAS,2018-10-30,post,long,OOS
EXC,2014-04-30,pre,short,IS
EXC,2015-02-13,pre,short,IS
EXC,2017-02-08,pre,short,OOS
EXC,2019-08-01,pre,short,OOS
EXEL,2015-11-10,post,short,IS
EXEL,2016-08-03,post,long,IS
EXEL,2016-11-03,post,long,IS
EXEL,2017-05-01,post,long,OOS
EXEL,2017-11-01,post,long,OOS
EXEL,2018-05-02,post,long,OOS
EXEL,2018-11-01,post,long,OOS
EXEL,2019-02-12,post,long,OOS
EXP,2015-08-03,post,short,IS
EXP,2017-05-18,pre,long,OOS
EXP,2017-10-25,pre,short,OOS
EXP,2018-07-30,pre,short,OOS
EXP,2019-05-16,pre,long,OOS
EXP,2019-07-30,post,short,OOS
EXPD,2013-02-26,pre,short,IS
EXPD,2013-08-06,pre,long,IS
EXPD,2013-11-05,pre,short,IS
EXPD,2014-08-05,pre,short,IS
EXPD,2015-05-06,pre,long,IS
EXPD,2016-05-03,pre,short,IS
EXPD,2017-11-07,pre,long,OOS
EXPD,2018-05-08,pre,long,OOS
EXPD,2019-05-07,pre,short,OOS
EXPD,2019-08-06,pre,long,OOS
EXPE,2012-10-25,post,long,IS
EXPE,2013-07-25,post,short,IS
EXPE,2013-10-30,post,long,IS
EXPE,2014-02-06,post,long,IS
EXPE,2014-07-31,post,long,IS
EXPE,2014-10-30,post,long,IS
EXPE,2015-02-05,post,short,IS
EXPE,2015-07-30,post,long,IS
EXPE,2015-10-29,post,long,IS
EXPE,2016-04-28,post,long,IS
EXPE,2017-04-27,post,short,OOS
EXPE,2017-10-26,post,short,OOS
EXPE,2018-02-08,post,short,OOS
EXPE,2018-04-26,post,long,OOS
EXPE,2018-07-26,post,long,OOS
EXPE,2018-10-25,post,long,OOS
EXPE,2019-02-07,post,long,OOS
EXPE,2019-07-25,post,long,OOS
EXPE,2020-02-13,post,long,OOS
EXPO,2019-04-18,post,long,OOS
EXPO,2019-07-18,post,long,OOS
EXPR,2012-11-28,pre,long,IS
EXPR,2013-05-30,pre,long,IS
EXPR,2013-12-04,pre,short,IS
EXPR,2014-03-12,pre,short,IS
EXPR,2014-05-29,post,short,IS
EXPR,2014-08-27,pre,long,IS
EXPR,2015-03-11,pre,long,IS
EXPR,2015-05-28,pre,long,IS
EXPR,2015-08-26,pre,long,IS
EXPR,2015-12-03,pre,long,IS
EXPR,2016-03-09,pre,long,IS
EXPR,2016-05-25,pre,short,IS
EXPR,2016-08-24,pre,short,IS
EXPR,2016-12-01,pre,short,IS
EXPR,2017-06-01,pre,short,OOS
EXPR,2017-08-23,pre,long,OOS
EXPR,2018-03-14,pre,long,OOS
EXPR,2018-05-31,pre,long,OOS
EXR,2016-10-26,post,short,IS
EXR,2018-07-31,post,short,OOS
EXR,2019-02-20,post,short,OOS
EXTR,2018-05-08,post,short,OOS
EYE,2018-08-14,pre,long,OOS
EYE,2019-02-27,pre,short,OOS
EYE,2020-02-26,pre,long,OOS
F,2012-10-30,pre,long,IS
F,2013-07-24,pre,long,IS
F,2013-10-24,pre,long,IS
F,2015-07-28,pre,long,IS
F,2016-07-28,pre,short,IS
F,2018-04-25,post,long,OOS
F,2018-07-25,post,short,OOS
F,2019-04-25,post,long,OOS
F,2019-07-24,post,short,OOS
FAF,2014-04-24,pre,long,IS
FAF,2014-07-24,pre,short,IS
FAF,2015-02-12,pre,long,IS
FAF,2015-07-23,pre,long,IS
FAF,2016-10-20,pre,long,IS
FAF,2017-04-27,pre,long,OOS
FAF,2017-07-27,pre,long,OOS
FAF,2018-02-08,pre,long,OOS
FANG,2013-11-04,post,long,IS
FANG,2014-05-07,post,short,IS
FANG,2017-02-14,post,long,OOS
FANG,2017-08-01,post,long,OOS
FANG,2019-05-07,post,long,OOS
FAST,2013-10-09,pre,short,IS
FAST,2014-01-15,pre,short,IS
FAST,2014-04-11,pre,long,IS
FAST,2015-04-14,pre,long,IS
FAST,2016-01-15,pre,short,IS
FAST,2016-07-12,pre,short,IS
FAST,2017-07-12,pre,long,OOS
FAST,2018-07-11,pre,long,OOS
FAST,2019-04-11,pre,long,OOS
FAST,2019-07-11,pre,short,OOS
FB,2012-10-23,post,long,IS
FB,2013-07-24,post,long,IS
FB,2014-01-29,post,long,IS
FB,2014-07-23,post,long,IS
FB,2015-11-04,post,long,IS
FB,2016-01-27,post,long,IS
FB,2016-04-27,post,long,IS
FB,2016-07-27,post,long,IS
FB,2017-07-26,post,long,OOS
FB,2018-04-25,post,long,OOS
FB,2018-07-25,post,short,OOS
FB,2018-10-30,post,long,OOS
FB,2019-01-30,post,long,OOS
FBHS,2012-10-23,post,long,IS
FBHS,2013-05-02,post,long,IS
FBHS,2013-10-23,post,long,IS
FBHS,2015-02-04,post,short,IS
FBHS,2015-07-22,post,long,IS
FBHS,2018-10-25,post,short,OOS
FBHS,2019-04-24,post,long,OOS
FBP,2019-04-24,pre,short,OOS
FCAU,2017-04-26,pre,long,OOS
FCAU,2017-10-24,pre,long,OOS
FCAU,2018-01-25,pre,long,OOS
FCAU,2018-04-26,pre,long,OOS
FCAU,2018-07-25,pre,short,OOS
FCFS,2017-04-27,pre,long,OOS
FCFS,2017-10-26,pre,long,OOS
FCFS,2018-02-01,pre,long,OOS
FCFS,2018-04-26,pre,long,OOS
FCFS,2019-04-24,pre,long,OOS
FCN,2014-10-30,pre,long,IS
FCN,2018-04-26,pre,long,OOS
FCN,2018-07-26,pre,long,OOS
FCN,2018-10-25,pre,long,OOS
FCN,2019-02-26,pre,long,OOS
FCN,2019-04-25,pre,long,OOS
FCN,2019-07-25,pre,long,OOS
FCX,2013-10-22,pre,long,IS
FCX,2014-04-24,pre,long,IS
FCX,2015-01-27,pre,short,IS
FCX,2015-04-23,pre,short,IS
FCX,2016-07-26,pre,short,IS
FCX,2019-01-24,pre,short,OOS
FCX,2019-04-25,pre,short,OOS
FDC,2016-11-07,pre,long,IS
FDC,2017-05-08,pre,long,OOS
FDC,2018-04-30,pre,long,OOS
FDC,2018-07-30,pre,long,OOS
FDC,2018-10-29,pre,short,OOS
