symbol,release_date,release_time,side,period
RCII,2018-02-20,post,short,OOS
RCII,2018-04-30,post,short,OOS
RCII,2019-02-25,post,long,OOS
RCL,2012-10-25,pre,long,IS
RCL,2013-04-25,pre,long,IS
RCL,2013-10-24,pre,long,IS
RCL,2014-01-27,pre,long,IS
RCL,2014-07-24,pre,long,IS
RCL,2015-01-29,pre,short,IS
RCL,2015-07-31,pre,long,IS
RCL,2016-04-29,pre,long,IS
RCL,2016-10-28,pre,long,IS
RCL,2017-01-26,pre,long,OOS
RCL,2017-04-28,pre,long,OOS
RCL,2017-08-01,pre,long,OOS
RCL,2017-11-07,pre,long,OOS
RCL,2019-01-30,pre,long,OOS
RDC,2016-02-26,pre,long,IS
RDC,2017-11-01,pre,long,OOS
RDC,2018-02-28,pre,short,OOS
RDFN,2018-05-10,post,short,OOS
RDFN,2019-08-01,post,long,OOS
RDFN,2019-11-06,post,long,OOS
RDFN,2020-02-12,post,long,OOS
RDN,2013-02-11,pre,short,IS
RDN,2014-08-07,pre,long,IS
RDN,2014-10-30,pre,long,IS
RDN,2015-02-12,pre,short,IS
RDN,2015-10-27,pre,short,IS
RDN,2017-04-27,pre,short,OOS
RDUS,2018-11-01,pre,long,OOS
RE,2013-07-23,post,long,IS
RE,2013-10-23,post,short,IS
RE,2014-07-23,post,short,IS
RE,2015-07-27,post,short,IS
RE,2016-04-25,post,short,IS
RE,2016-07-25,post,long,IS
RE,2016-10-24,post,long,IS
RE,2017-04-24,post,long,OOS
RE,2018-07-30,post,short,OOS
RE,2018-10-29,post,long,OOS
REAL,2019-08-13,post,long,OOS
REAL,2020-11-09,post,short,OOS
REAL,2021-02-22,post,short,OOS
REG,2014-11-03,post,short,IS
REGI,2020-08-04,post,long,OOS
REGI,2021-05-03,post,long,OOS
REGN,2012-10-24,pre,long,IS
REGN,2013-05-03,pre,long,IS
REGN,2013-11-05,pre,long,IS
REGN,2014-11-04,pre,short,IS
REGN,2015-08-04,pre,long,IS
REGN,2016-02-09,pre,short,IS
REGN,2016-05-05,pre,long,IS
REGN,2017-08-03,pre,long,OOS
REGN,2017-11-08,pre,long,OOS
RES,2013-04-24,pre,short,IS
RES,2014-07-23,pre,long,IS
RES,2014-10-29,pre,short,IS
RES,2015-04-29,pre,short,IS
RES,2015-07-29,pre,short,IS
RES,2016-10-26,pre,long,IS
RES,2017-01-25,pre,long,OOS
RES,2017-04-26,pre,long,OOS
RES,2018-01-24,pre,short,OOS
RES,2019-04-24,pre,short,OOS
RES,2019-07-24,pre,short,OOS
RESI,2013-10-22,pre,long,IS
RESI,2014-02-20,pre,long,IS
RESI,2014-07-22,pre,long,IS
RESI,2014-11-04,pre,short,IS
RETA,2019-02-28,pre,long,OOS
REVG,2018-03-07,post,long,OOS
REXR,2017-10-31,post,short,OOS
REXR,2018-02-13,post,short,OOS
RF,2013-04-23,pre,long,IS
RF,2013-10-22,pre,short,IS
RF,2016-04-15,pre,long,IS
RF,2018-10-23,pre,short,OOS
RGA,2012-10-17,post,short,IS
RGA,2013-01-31,post,long,IS
RGA,2013-07-18,post,short,IS
RGA,2014-07-24,post,long,IS
RGA,2014-10-27,post,long,IS
RGA,2015-04-23,post,short,IS
RGA,2016-04-28,post,short,IS
RGA,2017-01-30,post,long,OOS
RGA,2017-04-27,post,short,OOS
RGA,2017-10-26,post,long,OOS
RGA,2018-01-29,post,short,OOS
RGA,2018-04-26,post,short,OOS
RGA,2018-10-25,post,long,OOS
RGA,2019-07-29,post,short,OOS
RGEN,2017-08-03,pre,long,OOS
RGEN,2017-11-09,pre,long,OOS
RGEN,2018-08-02,pre,short,OOS
RGNX,2018-08-08,pre,short,OOS
RGR,2013-07-31,post,long,IS
RGR,2014-07-29,post,short,IS
RGR,2014-10-29,post,short,IS
RGR,2016-05-02,post,long,IS
RGR,2017-05-08,post,long,OOS
RGR,2017-10-31,post,short,OOS
RH,2013-06-13,post,long,IS
RH,2014-06-11,post,long,IS
RH,2014-12-10,post,long,IS
RH,2015-06-11,post,long,IS
RH,2015-09-10,post,long,IS
RH,2016-06-08,post,short,IS
RH,2016-09-08,post,long,IS
RH,2017-09-06,post,long,OOS
RH,2018-03-27,post,long,OOS
RH,2018-06-11,post,long,OOS
RH,2018-12-03,post,long,OOS
RHI,2012-10-18,post,long,IS
RHI,2013-04-23,post,short,IS
RHI,2013-07-23,post,long,IS
RHI,2014-07-22,post,long,IS
RHI,2014-10-21,post,long,IS
RHI,2016-07-26,post,short,IS
RHI,2017-01-26,post,short,OOS
RHI,2017-07-25,post,short,OOS
RHI,2018-01-30,post,long,OOS
RHI,2018-04-24,post,long,OOS
RHI,2018-07-24,post,long,OOS
RHI,2019-01-29,post,long,OOS
RHI,2021-04-21,post,long,OOS
RHP,2013-02-12,pre,short,IS
RHP,2013-08-06,pre,short,IS
RHP,2014-08-05,pre,short,IS
RHP,2015-08-04,pre,short,IS
RHP,2016-05-03,pre,short,IS
RHT,2013-06-19,post,long,IS
RHT,2013-12-19,post,long,IS
RHT,2014-06-18,post,long,IS
RHT,2014-12-18,post,long,IS
RHT,2015-03-25,post,long,IS
RHT,2015-12-17,post,long,IS
RHT,2016-09-21,post,long,IS
RHT,2017-06-20,post,long,OOS
RHT,2017-09-25,post,long,OOS
RHT,2018-03-26,post,long,OOS
RIG,2012-11-04,pre,long,IS
RIG,2013-11-06,post,long,IS
RIG,2014-05-07,post,long,IS
RIG,2014-08-06,post,long,IS
RJF,2013-04-24,post,short,IS
RJF,2014-01-22,post,long,IS
RJF,2014-07-23,post,long,IS
RJF,2014-10-29,post,long,IS
RJF,2016-04-20,post,long,IS
RJF,2016-10-26,post,long,IS
RJF,2020-01-22,post,short,OOS
RL,2012-11-02,pre,long,IS
RL,2013-02-06,pre,long,IS
RL,2013-11-06,pre,long,IS
RL,2014-02-05,pre,long,IS
RL,2014-10-29,pre,long,IS
RL,2015-02-04,pre,short,IS
RL,2015-08-05,pre,long,IS
RL,2015-11-05,pre,long,IS
RL,2016-05-12,pre,long,IS
RL,2016-08-10,pre,long,IS
RL,2017-05-18,pre,long,OOS
RL,2017-08-08,pre,long,OOS
RL,2017-11-02,pre,long,OOS
RL,2018-05-23,pre,long,OOS
RL,2018-07-31,pre,long,OOS
RL,2019-02-05,pre,long,OOS
RL,2019-07-30,pre,long,OOS
RLGY,2013-11-04,pre,long,IS
RLGY,2014-05-05,pre,short,IS
RLGY,2015-07-31,pre,short,IS
RLGY,2016-08-04,pre,short,IS
RLGY,2017-02-24,pre,long,OOS
RLGY,2017-11-03,pre,short,OOS
RLGY,2018-11-02,pre,short,OOS
RLGY,2019-02-26,pre,short,OOS
RLGY,2019-05-02,pre,short,OOS
RLGY,2019-08-08,pre,long,OOS
RLI,2017-01-25,post,long,OOS
RLJ,2015-08-05,post,short,IS
RLJ,2017-02-22,post,long,OOS
RLJ,2018-08-07,post,short,OOS
RMD,2013-01-24,post,long,IS
RMD,2013-08-01,post,long,IS
RMD,2013-10-24,post,short,IS
RMD,2014-01-23,post,short,IS
RMD,2014-07-31,post,short,IS
RMD,2015-01-22,post,long,IS
RMD,2016-01-21,post,long,IS
RMD,2016-04-26,post,short,IS
RMD,2016-10-25,post,short,IS
RMD,2017-01-23,post,long,OOS
RMD,2017-10-26,post,long,OOS
RMD,2018-01-22,post,long,OOS
RMD,2019-05-02,post,long,OOS
RMD,2019-07-25,post,long,OOS
RNG,2015-07-30,post,long,IS
RNG,2017-08-02,post,long,OOS
RNG,2018-02-12,post,long,OOS
RNG,2018-05-09,post,long,OOS
RNG,2018-08-06,post,long,OOS
RNG,2019-02-11,post,long,OOS
RNG,2020-02-10,post,long,OOS
RNR,2012-11-01,post,short,IS
RNR,2013-02-06,post,long,IS
RNR,2013-11-05,post,long,IS
RNR,2014-02-04,post,long,IS
RNR,2014-07-29,post,short,IS
RNR,2016-04-26,post,short,IS
RNR,2017-01-31,post,long,OOS
RNR,2017-05-02,post,short,OOS
RNR,2017-07-25,post,long,OOS
RNR,2017-10-31,post,short,OOS
RNR,2018-01-31,post,long,OOS
RNR,2018-05-01,post,long,OOS
RNR,2018-07-24,post,long,OOS
RNR,2019-07-23,post,long,OOS
RNST,2017-01-17,post,long,OOS
ROG,2017-11-02,post,long,OOS
ROG,2018-02-27,post,short,OOS
ROG,2019-04-30,post,long,OOS
ROIC,2018-07-25,post,short,OOS
ROK,2013-01-30,pre,short,IS
ROK,2013-07-30,pre,long,IS
ROK,2013-11-07,pre,long,IS
ROK,2014-04-29,pre,short,IS
ROK,2014-07-30,pre,short,IS
ROK,2015-04-30,pre,long,IS
ROK,2015-11-10,pre,short,IS
ROK,2016-11-07,pre,long,IS
ROK,2017-01-25,pre,long,OOS
ROK,2017-11-08,pre,short,OOS
ROK,2018-07-25,pre,long,OOS
ROK,2019-01-29,pre,long,OOS
ROK,2019-04-25,pre,short,OOS
ROKU,2018-05-09,post,long,OOS
ROKU,2018-08-08,post,long,OOS
ROKU,2019-02-21,post,long,OOS
ROKU,2019-05-08,post,long,OOS
ROKU,2019-08-07,post,long,OOS
ROKU,2020-02-13,post,long,OOS
ROKU,2020-05-07,post,short,OOS
ROL,2018-01-24,pre,long,OOS
ROL,2019-01-23,pre,short,OOS
ROL,2019-04-24,pre,short,OOS
ROLL,2018-02-06,pre,long,OOS
ROP,2013-10-28,pre,short,IS
ROP,2014-04-28,pre,long,IS
ROP,2015-01-26,pre,long,IS
ROP,2015-04-27,pre,long,IS
ROP,2016-02-01,pre,short,IS
ROP,2016-07-25,pre,short,IS
ROP,2018-07-26,pre,long,OOS
ROP,2018-10-26,pre,long,OOS
ROP,2019-02-01,pre,long,OOS
ROP,2019-04-25,pre,long,OOS
ROSE,2014-05-05,post,short,IS
ROSE,2014-08-04,post,short,IS
ROSE,2015-02-23,post,short,IS
ROST,2013-08-22,post,long,IS
ROST,2014-08-21,post,long,IS
ROST,2014-11-20,post,long,IS
ROST,2015-02-26,post,long,IS
ROST,2015-11-19,post,long,IS
ROST,2016-03-01,post,long,IS
ROST,2016-08-18,post,long,IS
ROST,2016-11-17,post,long,IS
ROST,2017-05-18,post,long,OOS
ROST,2017-08-17,post,long,OOS
ROST,2017-11-16,post,long,OOS
RP,2017-02-27,post,long,OOS
RP,2017-08-02,post,long,OOS
RP,2018-05-03,post,long,OOS
RP,2018-11-01,post,long,OOS
RPAI,2013-11-04,post,short,IS
RPAI,2015-02-17,post,short,IS
RPAI,2018-07-31,post,short,OOS
RPD,2018-11-06,post,long,OOS
RPD,2019-02-07,post,long,OOS
RPD,2019-08-01,pre,long,OOS
RPM,2013-01-08,pre,short,IS
RPM,2013-10-09,pre,long,IS
RPM,2014-04-03,pre,long,IS
RPM,2014-07-28,pre,long,IS
RPM,2015-01-07,pre,short,IS
RPM,2015-04-08,pre,long,IS
RPM,2016-07-28,pre,long,IS
RPM,2017-01-05,pre,short,OOS
RPM,2017-07-24,pre,short,OOS
RPM,2017-10-04,pre,long,OOS
RPM,2018-01-04,pre,long,OOS
RPM,2018-04-05,pre,long,OOS
RPM,2018-07-19,pre,short,OOS
RPM,2019-04-04,pre,long,OOS
RPM,2019-07-22,pre,long,OOS
RRC,2013-07-24,post,long,IS
RRC,2014-04-28,post,short,IS
RRC,2015-02-24,post,long,IS
RRC,2015-10-28,post,long,IS
RRC,2018-02-27,post,long,OOS
RRC,2018-10-23,post,long,OOS
RRD,2013-02-26,pre,long,IS
RRD,2013-04-25,pre,long,IS
RRD,2014-02-25,post,long,IS
RRGB,2014-11-04,pre,long,IS
RRGB,2015-02-13,pre,short,IS
RRGB,2015-05-19,pre,long,IS
RRGB,2016-02-12,pre,long,IS
RRGB,2017-05-16,post,long,OOS
RRGB,2017-08-08,post,long,OOS
RRGB,2017-11-06,post,short,OOS
RRGB,2018-02-22,post,long,OOS
RRGB,2018-05-22,post,short,OOS
RRR,2018-05-01,post,long,OOS
RRR,2018-07-31,post,long,OOS
RRR,2019-08-06,post,short,OOS
RRR,2019-11-05,post,short,OOS
RS,2014-07-24,pre,short,IS
RS,2015-10-22,pre,long,IS
RS,2016-10-20,pre,short,IS
RS,2017-10-26,pre,long,OOS
RS,2018-02-15,pre,long,OOS
RS,2018-04-26,pre,long,OOS
RS,2019-04-25,pre,long,OOS
RS,2019-07-25,pre,long,OOS
RSG,2012-11-01,post,short,IS
RSG,2013-02-07,post,short,IS
RSG,2013-10-31,post,long,IS
RSG,2016-10-27,post,long,IS
RSG,2018-02-08,post,long,OOS
RSG,2018-05-02,post,long,OOS
RTN,2015-07-23,pre,long,IS
RTN,2019-07-25,pre,long,OOS
RUN,2018-05-09,post,long,OOS
RUN,2018-08-09,post,short,OOS
RUN,2018-11-07,post,short,OOS
RUN,2019-05-08,post,short,OOS
RUSHA,2018-04-23,post,long,OOS
RWT,2013-05-02,post,long,IS
RWT,2013-08-07,post,long,IS
RXN,2017-05-17,post,long,OOS
RXN,2018-01-31,post,long,OOS
RXN,2018-10-30,post,long,OOS
RXN,2019-01-30,post,long,OOS
RXN,2019-05-08,post,long,OOS
RY,2014-05-22,pre,long,IS
RY,2015-02-25,pre,long,IS
RYAM,2014-07-30,pre,short,IS
RYAM,2018-08-02,post,long,OOS
RYAM,2018-11-05,post,short,OOS
RYN,2014-01-27,pre,long,IS
RYN,2014-07-29,pre,short,IS
RYN,2017-11-01,post,long,OOS
RYN,2018-02-07,post,long,OOS
RYN,2019-02-06,post,short,OOS
S,2014-02-11,pre,long,IS
S,2014-11-03,post,short,IS
S,2017-08-01,pre,long,OOS
S,2018-02-02,pre,long,OOS
S,2018-10-31,pre,long,OOS
SABR,2015-08-04,pre,long,IS
SABR,2016-11-02,pre,short,IS
SABR,2017-02-07,pre,short,OOS
SABR,2017-08-01,pre,long,OOS
SABR,2017-10-31,pre,long,OOS
SABR,2018-05-01,pre,long,OOS
SABR,2019-08-01,pre,long,OOS
SAFM,2013-05-30,pre,long,IS
SAFM,2013-12-17,pre,short,IS
SAFM,2014-02-25,pre,long,IS
SAFM,2014-05-29,pre,long,IS
SAFM,2014-08-26,pre,short,IS
SAFM,2015-05-28,pre,short,IS
SAFM,2017-02-23,pre,short,OOS
SAFM,2017-05-25,pre,long,OOS
SAFM,2017-08-24,pre,long,OOS
SAFM,2017-12-14,pre,short,OOS
SAFM,2018-05-24,pre,short,OOS
SAFM,2019-02-26,pre,long,OOS
SAGE,2016-08-09,pre,short,IS
SAGE,2016-11-03,pre,long,IS
SAGE,2018-08-07,pre,long,OOS
SAIA,2018-04-27,pre,long,OOS
SAIA,2019-02-04,pre,long,OOS
SAIC,2013-12-12,post,short,IS
SAIC,2016-06-13,pre,long,IS
SAIC,2016-09-08,pre,long,IS
SAIC,2017-03-30,pre,short,OOS
SAIC,2017-09-07,post,short,OOS
SAIC,2017-12-07,post,long,OOS
SAIC,2018-03-29,pre,long,OOS
SAIC,2018-12-06,post,long,OOS
SAIC,2019-03-28,post,long,OOS
SAIL,2018-08-08,post,long,OOS
SAIL,2019-08-06,post,long,OOS
SAIL,2019-11-06,post,long,OOS
SAIL,2020-02-24,post,long,OOS
SAM,2013-05-01,post,short,IS
SAM,2014-02-25,post,short,IS
SAM,2014-04-30,post,short,IS
SAM,2015-02-24,post,short,IS
SAM,2016-04-21,post,short,IS
SAM,2016-07-21,post,long,IS
SAM,2016-10-20,post,short,IS
SAM,2017-07-27,post,long,OOS
SAM,2018-02-21,post,short,OOS
SAM,2018-04-25,post,long,OOS
SAM,2018-07-26,post,short,OOS
SAM,2018-10-25,post,long,OOS
SAM,2019-02-20,post,long,OOS
SAM,2019-04-24,post,long,OOS
SANM,2014-01-27,post,long,IS
SANM,2014-04-22,post,long,IS
SANM,2014-07-21,post,long,IS
SANM,2014-10-27,post,long,IS
SANM,2015-04-20,post,short,IS
SANM,2015-07-20,post,long,IS
SANM,2015-11-02,post,long,IS
SANM,2016-11-01,post,long,IS
SANM,2017-01-30,post,long,OOS
SANM,2017-07-24,post,short,OOS
SANM,2017-10-30,post,short,OOS
SANM,2018-04-23,post,long,OOS
SANM,2019-04-29,post,long,OOS
SAP,2013-04-19,pre,short,IS
SAP,2013-10-21,pre,long,IS
SAP,2014-04-17,pre,short,IS
SAP,2014-07-17,pre,long,IS
SAP,2014-10-20,pre,short,IS
SAP,2015-01-20,pre,short,IS
SAP,2018-04-24,pre,long,OOS
SAP,2018-07-19,pre,short,OOS
SAP,2019-01-29,pre,short,OOS
SAP,2019-04-24,pre,long,OOS
SAP,2019-07-18,pre,short,OOS
SATS,2019-02-21,pre,short,OOS
SAVE,2013-10-30,pre,long,IS
SAVE,2014-07-29,pre,long,IS
SAVE,2016-07-29,pre,long,IS
SAVE,2016-10-25,pre,long,IS
SAVE,2017-10-26,pre,long,OOS
SBAC,2013-04-29,post,long,IS
SBAC,2013-11-04,post,long,IS
SBAC,2016-05-02,post,short,IS
SBAC,2017-05-01,post,long,OOS
SBAC,2017-07-31,post,short,OOS
SBAC,2019-07-29,post,long,OOS
SBGI,2015-05-06,pre,long,IS
SBGI,2015-11-04,pre,long,IS
SBGI,2016-02-24,pre,short,IS
SBGI,2016-05-04,pre,long,IS
SBGI,2017-02-22,pre,short,OOS
SBGI,2017-05-03,pre,long,OOS
SBGI,2017-11-01,pre,short,OOS
SBH,2013-02-07,pre,short,IS
SBH,2013-05-02,pre,short,IS
SBH,2013-08-01,pre,short,IS
SBH,2013-11-14,pre,short,IS
SBH,2014-05-01,pre,short,IS
SBH,2014-11-13,pre,short,IS
SBH,2015-08-06,pre,short,IS
SBH,2016-02-04,pre,long,IS
SBH,2016-11-15,pre,short,IS
SBH,2017-02-02,pre,short,OOS
SBH,2017-11-15,pre,short,OOS
SBH,2018-02-08,pre,long,OOS
SBH,2018-05-03,pre,short,OOS
SBH,2018-08-02,pre,short,OOS
SBH,2019-02-05,pre,long,OOS
SBH,2019-05-01,pre,short,OOS
SBH,2021-05-06,pre,long,OOS
SBNY,2012-10-23,pre,long,IS
SBNY,2013-10-22,pre,long,IS
SBNY,2014-01-21,pre,long,IS
SBNY,2016-07-20,pre,short,IS
SBNY,2018-10-18,pre,long,OOS
SBRA,2018-11-05,post,short,OOS
SBUX,2013-07-25,post,long,IS
SBUX,2014-01-23,post,long,IS
SBUX,2014-10-30,post,short,IS
SBUX,2015-07-23,post,long,IS
SBUX,2018-11-01,post,long,OOS
SBUX,2019-01-24,post,long,OOS
SBUX,2019-07-25,post,long,OOS
SC,2014-11-04,pre,short,IS
SC,2015-02-03,pre,long,IS
SC,2015-04-28,pre,long,IS
SC,2016-01-27,pre,short,IS
SC,2017-01-25,pre,short,OOS
SC,2018-04-24,pre,long,OOS
SC,2018-07-25,pre,long,OOS
SC,2019-01-30,pre,short,OOS
SCHW,2013-10-15,pre,long,IS
SCHW,2014-04-15,pre,long,IS
SCHW,2018-07-17,pre,long,OOS
SCHW,2019-01-16,pre,long,OOS
SCI,2013-02-12,post,long,IS
SCI,2014-02-11,post,long,IS
SCI,2014-04-23,post,long,IS
SCI,2015-10-28,post,short,IS
SCI,2016-04-27,post,long,IS
SCI,2016-10-26,post,short,IS
SCI,2017-02-13,post,long,OOS
SCI,2017-04-26,post,long,OOS
SCI,2017-07-26,post,long,OOS
SCI,2017-10-25,post,long,OOS
SCI,2018-07-30,post,long,OOS
SCI,2018-10-29,post,short,OOS
SCI,2019-02-18,post,short,OOS
SCOR,2015-02-12,pre,long,IS
SCS,2017-09-18,post,long,OOS
SCVL,2018-11-15,post,long,OOS
SCVL,2019-03-26,post,long,OOS
SDC,2020-02-25,post,short,OOS
SDGR,2021-03-04,pre,short,OOS
SDRL,2014-02-25,pre,short,IS
SDRL,2014-11-26,pre,short,IS
SE,2019-08-20,pre,short,OOS
SE,2019-11-12,pre,long,OOS
SEAS,2014-08-13,pre,short,IS
SEAS,2015-02-26,pre,short,IS
SEAS,2015-11-05,pre,short,IS
SEAS,2016-02-25,pre,short,IS
SEAS,2016-08-04,pre,short,IS
SEAS,2016-11-08,pre,short,IS
SEAS,2017-05-09,pre,short,OOS
SEAS,2018-05-08,pre,long,OOS
SEAS,2018-08-06,pre,long,OOS
SEAS,2019-02-28,pre,long,OOS
SEAS,2019-08-06,pre,long,OOS
SEDG,2015-08-12,post,long,IS
SEDG,2015-11-04,post,long,IS
SEDG,2016-02-03,post,long,IS
SEDG,2017-08-02,post,long,OOS
SEDG,2017-11-08,post,long,OOS
SEDG,2018-02-14,post,long,OOS
SEDG,2018-08-02,post,short,OOS
SEDG,2019-05-06,post,long,OOS
SEDG,2019-08-06,post,long,OOS
SEDG,2021-05-03,post,short,OOS
SEE,2013-08-02,pre,long,IS
SEE,2013-10-30,pre,long,IS
SEE,2014-02-06,pre,short,IS
SEE,2014-04-30,pre,long,IS
SEE,2014-07-30,pre,long,IS
SEE,2014-10-29,pre,long,IS
SEE,2015-02-10,pre,long,IS
SEE,2015-04-30,pre,long,IS
SEE,2015-10-27,pre,long,IS
SEE,2016-02-10,pre,long,IS
SEE,2016-10-27,pre,long,IS
SEE,2017-05-09,pre,short,OOS
SEE,2019-02-07,pre,long,OOS
SEE,2019-08-02,pre,long,OOS
SEE,2021-05-04,pre,long,OOS
SEIC,2015-10-21,pre,short,IS
SEIC,2016-10-20,post,long,IS
SEIC,2017-10-25,post,long,OOS
SEM,2016-11-03,post,short,IS
SEM,2017-11-02,post,short,OOS
SEM,2018-02-21,post,long,OOS
SEMG,2013-11-11,post,long,IS
SEMG,2015-02-26,post,long,IS
SEMG,2017-08-07,pre,long,OOS
SERV,2016-05-04,pre,short,IS
SERV,2017-04-27,pre,short,OOS
SERV,2017-10-31,pre,long,OOS
SERV,2018-05-01,pre,long,OOS
SERV,2018-07-17,pre,short,OOS
SERV,2019-05-07,pre,long,OOS
SERV,2019-08-06,pre,long,OOS
SF,2014-05-08,post,short,IS
SF,2014-11-06,post,short,IS
SF,2015-05-11,post,short,IS
SF,2015-08-10,post,short,IS
SF,2015-11-04,post,short,IS
SF,2016-02-23,post,short,IS
SF,2016-08-02,post,long,IS
SF,2017-10-30,post,long,OOS
SF,2018-07-30,post,long,OOS
SFBS,2021-04-19,post,long,OOS
SFIX,2018-06-07,post,long,OOS
SFIX,2019-03-11,post,long,OOS
SFIX,2019-06-05,post,long,OOS
SFIX,2019-12-09,post,long,OOS
SFLY,2012-11-01,post,long,IS
SFLY,2013-02-05,post,long,IS
SFLY,2013-07-31,post,long,IS
SFLY,2016-02-03,post,short,IS
SFLY,2016-07-27,post,long,IS
SFLY,2016-10-26,post,long,IS
SFLY,2017-02-01,post,short,OOS
SFLY,2018-01-30,post,long,OOS
SFLY,2018-05-01,post,long,OOS
SFLY,2018-08-07,post,long,OOS
SFLY,2019-04-25,post,long,OOS
SFM,2014-05-07,post,long,IS
SFM,2014-08-07,post,long,IS
SFM,2015-05-07,post,short,IS
SFM,2015-11-05,pre,long,IS
SFM,2016-11-03,pre,short,IS
SFM,2017-05-04,pre,long,OOS
SFM,2017-11-02,pre,long,OOS
SFM,2018-02-22,pre,long,OOS
SFM,2019-05-02,pre,long,OOS
SFUN,2013-08-08,pre,long,IS
SGEN,2014-02-11,post,long,IS
SGEN,2014-10-30,post,long,IS
SGEN,2016-04-28,post,short,IS
SGEN,2017-02-09,post,short,OOS
SGEN,2017-10-26,post,long,OOS
SGEN,2019-02-07,post,short,OOS
SGH,2017-12-21,post,long,OOS
SGH,2018-03-22,post,long,OOS
SGH,2018-10-04,post,long,OOS
SGH,2019-01-08,post,short,OOS
SGMO,2018-02-22,pre,long,OOS
SGMS,2014-05-08,post,short,IS
SGMS,2017-07-24,pre,long,OOS
SGMS,2018-05-02,post,short,OOS
SGMS,2018-11-08,pre,long,OOS
SGMS,2019-02-21,pre,long,OOS
SHAK,2015-05-13,post,long,IS
SHAK,2015-11-05,post,long,IS
SHAK,2016-05-12,post,long,IS
SHAK,2017-05-04,post,long,OOS
SHAK,2017-11-01,post,long,OOS
SHAK,2018-05-03,post,long,OOS
SHO,2013-02-19,post,short,IS
SHO,2016-05-02,post,short,IS
SHOO,2014-07-31,pre,short,IS
SHOO,2016-11-01,pre,long,IS
SHOO,2017-04-21,pre,long,OOS
SHOO,2017-08-01,pre,long,OOS
SHOO,2019-04-25,pre,long,OOS
SHOP,2016-08-03,pre,long,IS
SHOP,2017-05-02,pre,long,OOS
SHOP,2017-08-01,pre,long,OOS
SHOP,2018-10-25,pre,long,OOS
SHOP,2019-08-01,pre,long,OOS
SHW,2013-07-18,pre,short,IS
SHW,2013-10-25,pre,long,IS
SHW,2014-07-17,pre,long,IS
SHW,2015-07-16,pre,short,IS
SHW,2015-10-29,pre,long,IS
SHW,2016-07-21,pre,short,IS
SHW,2016-10-25,pre,short,IS
SHW,2017-01-26,pre,long,OOS
SHW,2017-04-20,pre,long,OOS
SHW,2017-07-20,pre,short,OOS
SHW,2018-01-25,pre,short,OOS
SHW,2018-10-25,pre,short,OOS
SHW,2019-07-23,pre,long,OOS
SIG,2013-03-28,pre,long,IS
SIG,2014-03-27,pre,long,IS
SIG,2014-08-28,pre,long,IS
SIG,2014-11-25,pre,long,IS
SIG,2015-03-26,pre,long,IS
SIG,2015-08-27,pre,long,IS
SIG,2015-11-24,pre,short,IS
SIG,2016-03-24,pre,long,IS
SIG,2016-08-25,pre,short,IS
SIG,2016-11-22,pre,long,IS
SIG,2017-08-24,pre,long,OOS
SIG,2018-06-06,pre,long,OOS
SIG,2018-08-30,pre,long,OOS
SIG,2019-09-05,pre,long,OOS
SIG,2021-03-18,pre,long,OOS
SIGI,2017-04-26,post,long,OOS
SIGI,2018-10-25,post,long,OOS
SIGI,2019-07-31,post,long,OOS
SILK,2020-02-26,post,short,OOS
SIMO,2014-07-28,post,long,IS
SIMO,2021-02-03,post,long,OOS
SINA,2013-02-19,post,long,IS
SINA,2013-08-12,post,long,IS
SINA,2013-11-12,post,long,IS
SINA,2014-02-24,post,short,IS
SINA,2014-08-14,post,long,IS
SINA,2014-11-13,post,short,IS
SINA,2016-03-02,post,short,IS
SINA,2016-08-08,post,long,IS
SINA,2016-11-21,post,long,IS
SINA,2017-05-16,pre,long,OOS
SINA,2018-08-08,pre,long,OOS
SINA,2019-08-19,pre,long,OOS
SITC,2019-07-29,pre,long,OOS
SITE,2017-11-08,pre,short,OOS
SITE,2018-08-01,pre,short,OOS
SITE,2019-05-01,pre,short,OOS
SIVB,2014-01-23,post,long,IS
SIVB,2014-04-24,post,long,IS
SIVB,2014-10-23,post,short,IS
SIVB,2015-01-22,post,long,IS
SIVB,2015-04-23,post,long,IS
SIVB,2016-01-21,post,long,IS
SIVB,2016-04-21,post,short,IS
SIVB,2016-10-20,post,long,IS
SIVB,2017-10-26,post,long,OOS
SIVB,2018-04-26,post,long,OOS
SIVB,2018-07-26,post,long,OOS
SIVB,2019-01-24,post,long,OOS
SIX,2013-02-20,pre,long,IS
SIX,2013-10-23,pre,short,IS
SIX,2014-02-19,pre,long,IS
SIX,2014-10-21,post,long,IS
SIX,2015-02-18,post,long,IS
SIX,2016-04-27,pre,long,IS
SIX,2016-07-27,pre,short,IS
SIX,2018-04-24,post,long,OOS
SIX,2018-10-23,post,short,OOS
SJI,2018-02-22,post,long,OOS
SJI,2019-02-27,post,short,OOS
SJM,2013-06-06,pre,long,IS
SJM,2013-11-20,pre,short,IS
SJM,2014-02-14,pre,short,IS
SJM,2014-08-20,pre,short,IS
SJM,2015-06-04,pre,short,IS
SJM,2015-08-27,pre,long,IS
SJM,2015-11-19,pre,long,IS
SJM,2016-06-09,pre,long,IS
SJM,2017-08-24,pre,short,OOS
SJM,2017-11-16,pre,long,OOS
SJM,2018-06-07,pre,short,OOS
SJM,2018-08-21,pre,short,OOS
SJM,2018-11-28,pre,short,OOS
SJM,2019-02-26,pre,long,OOS
SJM,2019-08-27,pre,short,OOS
